,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,
6891,Fukushima,"29 February,2012",Fukushima,Iwaki City,"27 February,2012",_____,Surf clam (Pseudocardium sachalinense),,86,Not detectable,,"Fukushima Agricultural Technology
Centre",86,ND,s,m,
7700,Fukushima,"21 March,2012",Fukushima,Iwaki City,"15 March,2012",_____,Surf clam (Pseudocardium sachalinense),,37,Not detectable,,"Fukushima Agricultural Technology
Centre",37,ND,s,m,
8098,Fukushima,"28 March,2012",Fukushima,Iwaki City,"26 March,2012",_____,Surf clam (Pseudocardium sachalinense),,63,Not detectable,,"Fukushima Agricultural Technology
Centre",63,ND,s,m,
183,Ibaraki,"27 April, 2011",Ibaraki,"Offshore
Oarai Town","25 April, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,11,,8,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",11,8,s,m,
279,Ibaraki,"16 May, 2011",Ibaraki,"Offshore
Kashima City","11 May, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,m,
335,Ibaraki,"19 May, 2011",Ibaraki,"Offshore
Kashima City","16 May, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,5,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",5,ND,s,m,
463,Fukushima,"2 June, 2011",Fukushima,Iwaki City,"28 May, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,940,Not detectable,,Japan Chemical Analysis  Center,940,ND,s,m,
531,Fukushima,"9 June, 2011",Fukushima,Iwaki City,"6 June, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,610,Not detectable,,Japan Chemical Analysis  Center,610,ND,s,m,
630,Fukushima,"16 June, 2011",Fukushima,Iwaki City,"13 June, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,670,Not detectable,,Japan Chemical Analysis  Center,670,ND,s,m,
710,Fukushima,"23 June, 2011",Fukushima,Iwaki City,"20 June, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,470,Not detectable,,Japan Chemical Analysis  Center,470,ND,s,m,
724,Fukushima,"23 June, 2011",Fukushima,Soma City,"20 June, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,50,Not detectable,,Japan Chemical Analysis  Center,50,ND,s,m,
799,Fukushima,"29 June, 2011",Fukushima,Iwaki City,"27 June, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,530,Not detectable,,"Fukushima Agricultural Technology
Centre",530,ND,s,m,
871,Ibaraki,"6 July, 2011",Ibaraki,"Offshore
Kashima City","5 July, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,21,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",21,ND,s,m,
893,Fukushima,"6 July, 2011",Fukushima,Iwaki City,"4 July, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,330,Not detectable,,"Fukushima Agricultural Technology
Centre",330,ND,s,m,
999,Fukushima,"13 July, 2011",Fukushima,Iwaki City,"11 July, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,450,Not detectable,,"Fukushima Agricultural Technology
Centre",450,ND,s,m,
1096,Fukushima,"20 July, 2011",Fukushima,Iwaki City,"15 July, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,260,Not detectable,,"Fukushima Agricultural Technology
Centre",260,ND,s,m,
1172,Fukushima,"27 July, 2011",Fukushima,Iwaki City,"25 July, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,440,Not detectable,,"Fukushima Agricultural Technology
Centre",440,ND,s,m,
1304,Fukushima,"3 August, 2011",Fukushima,Iwaki City,"1 August, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,196,Not detectable,,"Fukushima Agricultural Technology
Centre",196,ND,s,m,
1321,Fukushima,"3 August, 2011",Fukushima,Soma City,"1 August, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,51,Not detectable,,"Fukushima Agricultural Technology
Centre",51,ND,s,m,
1377,Fukushima,"10 August, 2011",Fukushima,Iwaki City,"8 August, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,370,Not detectable,,"Fukushima Agricultural Technology
Centre",370,ND,s,m,
1405,Fukushima,"10 August, 2011",Fukushima,Shinchi Town,"8 August, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,41,Not detectable,,"Fukushima Agricultural Technology
Centre",41,ND,s,m,
1406,Fukushima,"10 August, 2011",Fukushima,Soma City,"8 August, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,45,Not detectable,,"Fukushima Agricultural Technology
Centre",45,ND,s,m,
1450,Hokkaido,"12 August, 2011",Hokkaido,"Offshore
Tomakomai City","5 August, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",Not detectable,,Not detectable,,Hokkaido Institute of Public Health,ND,ND,s,m,
1554,Fukushima,"24 August, 2011",Fukushima,Iwaki City,"22 August, 2011",_____,"Surf clam
(Pseudocardium sachalinense)",,210,Not detectable,,"Fukushima Agricultural Technology
Centre",210,ND,s,m,
1940,Fukushima,"14 September,2011",Fukusima,Iwaki City,"8 September,2011",_____,"Surf clam
(Pseudocardium sachalinense)",,230,Not detectable,,"Fukushima Agricultural Technology
Centre",230,ND,s,m,
2108,Fukushima,"21 September,2011",Fukusima,Iwaki City,"15 September,2011",_____,"Surf clam
(Pseudocardium sachalinense)",,147,Not detectable,,"Fukushima Agricultural Technology
Centre",147,ND,s,m,
2343,Hokkaido,"28 September,2011",Hokkaido,"Offshore
Tomakomai City","21 September,2011",_____,"Surf clam
(Pseudocardium sachalinense)",Not detectable,,Not detectable,,Hokkaido Institute of Public Health,ND,ND,s,m,
5144,Fukushima,"28 December,2011",Fukushima,Soma City,"21 December,2011",___,"Pacific oyster
(Crassostrea gigas)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
8152,Fukushima,"28 March,2012",Fukushima,Soma City,"22 March,2012",___,"Pacific oyster
(Crassostrea gigas)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2546,Miyagi,"6 October,2011",Miyagi,Matsushiima Bay,"29 September,2011",_______,"Pacific oyster (farmed)
(Crassostrea gigas)",Not detectable,,Not detectable,,Tohoku University,ND,ND,s,m,
2547,Miyagi,"6 October,2011",Miyagi,Ishinomaki Bay,"29 September,2011",_______,"Pacific oyster (farmed)
(Crassostrea gigas)",Not detectable,,Not detectable,,Tohoku University,ND,ND,s,m,
3042,Niigata,"22 October,2011",Niigata,"Kamo Lake
(inland waters)","18 October,2011",_______,"Pacific oyster (farmed)
(Crassostrea gigas)",Not detectable,,Not detectable,,"Environmental Science Research
Niigata",ND,ND,s,m,
3710,Miyagi,"9 November ,2011",Miyagi,Matsushima Bay,"4 November ,2011",_______,"Pacific oyster (farmed)
(Crassostrea gigas)",Not detectable,,Not detectable,,Tohoku University,ND,ND,s,m,
3711,Miyagi,"9 November ,2011",Miyagi,Ishinomaki Bay,"4 November ,2011",_______,"Pacific oyster (farmed)
(Crassostrea gigas)",4,,Not detectable,,Tohoku University,4,ND,s,m,
3988,Miyagi,"16 November ,2011",Miyagi,Matsushima Bay,"11 November ,2011",_______,"Pacific oyster (farmed)
(Crassostrea gigas)",Not detectable,,Not detectable,,Tohoku University,ND,ND,s,m,
3989,Miyagi,"16 November ,2011",Miyagi,Ishinomaki Bay,"11 November ,2011",_______,"Pacific oyster (farmed)
(Crassostrea gigas)",Not detectable,,Not detectable,,Tohoku University,ND,ND,s,m,
4983,Kanagawa,"22 December,2011",Kanagawa,"Yokosuka City
(Shin-yasuura Port)","19 December,2011",_______,"Pacific oyster (farmed)
(Crassostrea gigas)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5007,Hyogo,"21 October,2011",Hyogo,"Sea area of
Nishi-harima","19 October,2011",_______,"Pacific oyster
(Crassostrea gigas)",Not detectable,,Not detectable,,Hyogo Prefectural Institute of Public Health and Consumer Sciences Public Health Science Research Center,ND,ND,s,m,
5660,Kanagawa,"26 January,2012",Kanagawa,Miura City (Shore of Jogashima),"18 January,2012",______,"Giant abalone
(Haliotis madaka)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
1330,Kanagawa,"4 August, 2011",Kanagawa,Miura City (Shore of Jogashima),"1 August, 2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
1938,Fukushima,"14 September,2011",Fukusima,Iwaki City,"8 September,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1939,Fukushima,"14 September,2011",Fukusima,Iwaki City,"8 September,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2061,Hyogo,"16 September,2011",Hyogo,"Offshore
Akashi-futami","12 September,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,Hyogo Prefectural Institute of Public Health and Consumer Sciences Public Health Science Research Center,ND,ND,s,m,
2105,Fukushima,"21 September,2011",Fukusima,Iwaki City,"15 September,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2508,Fukushima,"5 October,2011",Fukushima,Hirono Town,"27 September,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2524,Ibaraki,"5 October,2011",Ibaraki,"Offshore
Kita-ibaraki City","4 October,2011",___,"Common octopus
(Octopus vulgaris)",,3,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",3,ND,s,m,
2654,Fukushima,"12 October,2011",Fukushima,Iwaki City,"6 October,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2655,Fukushima,"12 October,2011",Fukushima,Iwaki City,"7 October,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2868,Fukushima,"19 October,2011",Fukushima,Iwaki City,"17 October,2011",___,"Common octopus
(Octopus vulgaris)",,11,Not detectable,,"Fukushima Agricultural Technology
Centre",11,ND,s,m,
2947,Fukushima,"19 October,2011",Fukushima,Hirono Town,"17 October,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2948,Fukushima,"19 October,2011",Fukushima,Hirono Town,"17 October,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2988,Ibaraki,"17 October,2011",Ibaraki,"Offshore
Kita-ibaraki City","12 October,2011",___,"Common octopus
(Octopus vulgaris)",,3,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",3,ND,s,m,
3074,Ibaraki,"24 October,2011",Ibaraki,"Offshore
Kashima City","18 October,2011",___,"Common octopus
(Octopus vulgaris)",,2,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",2,ND,s,m,
3591,Fukushima,"9 November ,2011",Fukushima,Iwaki City,"4 November ,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
3654,Fukushima,"9 November ,2011",Fukushima,Hirono Town,"7 November ,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
3758,Ibaraki,"11 November ,2011",Ibaraki,"Offshore
Hitachinaka City","8 November ,2011",___,"Common octopus
(Octopus vulgaris)",,2,Not detectable,,Japan Chemical Analysis Center,2,ND,s,m,
3832,Ibaraki,"15 November ,2011",Ibaraki,"Offshore
Kashima City","9 November ,2011",___,"Common octopus
(Octopus vulgaris)",,2,Not detectable,,Japan Chemical Analysis Center,2,ND,s,m,
3938,Fukushima,"16 November ,2011",Fukushima,Hirono Town,"14 November ,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
4121,Fukushima,"24 November ,2011",Fukushima,Iwaki City,"21 November ,2011",___,"Common octopus
(Octopus vulgaris)",,26.6,Not detectable,,"Fukushima Agricultural Technology
Centre",26.6,ND,s,m,
4327,Ibaraki,"28 November ,2011",Ibaraki,"Offshore
Kashima City","24 November ,2011",___,"Common octopus
(Octopus vulgaris)",2,,Not detectable,,Japan Chemical Analysis Center,2,ND,s,m,
4364,Fukushima,"30 November ,2011",Fukushima,Iwaki City,"28 November ,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
4533,Fukushima,"7 December,2011",Fukushima,Iwaki City,"5 December,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
4657,Chiba,"12 December,2011",Chiba,"Ohara
Fishing Port","7 December,2011",___,"Common octopus
(Octopus vulgaris)",,0.54,Not detectable,,Japan Chemical Analysis Center,0.54,ND,s,m,
4762,Ibaraki,"15 December,2011",Ibaraki,"Offshore
Hitachi City","7 December,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
4890,Fukushima,"21 December,2011",Fukushima,Iwaki City,"19 December,2011",___,"Common octopus
(Octopus vulgaris)",,22,Not detectable,,"Fukushima Agricultural Technology
Centre",22,ND,s,m,
5047,Ibaraki,"26 December,2011",Ibaraki,"Offshore
Hokota City","18 December,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
5048,Ibaraki,"26 December,2011",Ibaraki,"Offshore
Kashima City","16 December,2011",___,"Common octopus
(Octopus vulgaris)",0.5,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",0.5,ND,s,m,
5161,Ibaraki,"28 December,2011",Ibaraki,"Offshore
Kita-ibaraki City","20 December,2011",___,"Common octopus
(Octopus vulgaris)",3,,Not detectable,,Japan Chemical Analysis Center,3,ND,s,m,
5162,Ibaraki,"28 December,2011",Ibaraki,"Offshore
Hitachi City","19 December,2011",___,"Common octopus
(Octopus vulgaris)",1.4,,Not detectable,,Japan Chemical Analysis Center,1.4,ND,s,m,
5209,Fukushima,"4 January,2012",Fukushima,Hirono Town,"22 December,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
5276,Ibaraki,"13 January,2012",Ibaraki,"Offshore
Hokota City","10 January,2012",___,"Common octopus
(Octopus vulgaris)",0.5,,Not detectable,,Private inspection facility,0.5,ND,s,m,
5401,Ibaraki,"18 January,2012",Ibaraki,"Offshore
Hitachinaka City","13 January,2012",___,"Common octopus
(Octopus vulgaris)",1.2,,Not detectable,,Japan Chemical Analysis Center,1.2,ND,s,m,
5434,Chiba,"19 January,2012",Chiba,"Ohara
Fishing Port","13 January,2012",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
5483,Miyagi,"20 January,2012",Miyagi,"Offshore
Miyagi","9 December,2011",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
5506,Ibaraki,"23 January,2012",Ibaraki,"Offshore
Hitachi City","16 January,2012",___,"Common octopus
(Octopus vulgaris)",0.5,,Not detectable,,Japan Chemical Analysis Center,0.5,ND,s,m,
5615,Fukushima,"25 January,2012",Fukushima,Shinchi Town,"20 January,2012",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
5775,Fukushima,"1 February,2012",Fukushima,Iwaki City,"26 January,2012",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6018,Fukushima,"8 February,2012",Fukushima,Iwaki City,"5 February,2012",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6019,Fukushima,"8 February,2012",Fukushima,Iwaki City,"6 February,2012",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6020,Fukushima,"8 February,2012",Fukushima,Iwaki City,"6 February,2012",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6021,Fukushima,"8 February,2012",Fukushima,Iwaki City,"6 February,2012",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6169,Ibaraki,"9 February,2012",Ibaraki,"Offshore
Kashima City","1 February,2012",___,"Common octopus
(Octopus vulgaris)",0.4,,Not detectable,,Japan Chemical Analysis Center,0.4,ND,s,m,
6611,Fukushima,"22 February,2012",Fukushima,Hirono Town,"20 February,2012",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6744,Ibaraki,"24 February,2012",Ibaraki,"Offshore
Kamisu City","13 February,2012",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
6804,Chiba,"27 February,2012",Chiba,"Ohara
Fishing Port","20 February,2012",___,"Common octopus
(Octopus vulgaris)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
2436,Ibaraki,"4 October,2011",Ibaraki,"Offshore
Kita-ibaraki City","29 September,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,m,
2535,Miyagi,"6 October,2011",Miyagi,Offshore Kinkazan,"27 September,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
2541,Miyagi,"6 October,2011",Miyagi,Sendai Bay,"28 September,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
2711,Fukushima,"12 October,2011",Fukushima,Minami-soma City,"6 October,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2740,Miyagi,"13 October,2011",Miyagi,Offshore Miyagi,"26 September,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
2851,Miyagi,"18 October,2011",Miyagi,"Offshore
Miyagi","9 October,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3076,Ibaraki,"24 October,2011",Ibaraki,"Offshore
Hitachi City","16 October,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",,1,Not detectable,,Japan Chemical Analysis Center,1,ND,s,m,
3077,Ibaraki,"24 October,2011",Ibaraki,"Offshore
Kashima City","18 October,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",,0.5,Not detectable,,Japan Chemical Analysis Center,0.5,ND,s,m,
3125,Fukushima,"26 October,2011",Fukushima,Iwaki City,"24 October,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
3318,Ibaraki,"31 October,2011",Ibaraki,"Offshore
Kita-ibaraki City","25 October,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
3319,Ibaraki,"31 October,2011",Ibaraki,"Offshore
Hitachi City","24 October,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3437,Fukushima,"2 November ,2011",Fukushima,Namie Town,"29 October,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
3531,Miyagi,"2 November ,2011",Miyagi,"Offshore
Miyagi","23-24 October,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
3655,Fukushima,"9 November ,2011",Fukushima,Minami-soma City,"5 November ,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
3713,Miyagi,"9 November ,2011",Miyagi,"Offshore
Miyagi","1 November ,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3834,Ibaraki,"15 November ,2011",Ibaraki,"Offshore
Hitachinaka City","9 November ,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
3939,Fukushima,"16 November ,2011",Fukushima,Futaba Town,"12 November ,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
4122,Fukushima,"24 November ,2011",Fukushima,Iwaki City,"14 November ,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
4239,Miyagi,"24 November ,2011",Miyagi,"Offshore
Miyagi","13 November ,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4568,Fukushima,"7 December,2011",Fukushima,Soma City,"2 December,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
4607,Miyagi,"7 December,2011",Miyagi,"Offshore
Miyagi","29 November ,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4692,Fukushima,"14 December,2011",Fukushima,Iwaki City,"12 December,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
4770,Miyagi,"15 December,2011",Miyagi,"Offshore
Miyagi","6 December,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4952,Miyagi,"21 December,2011",Miyagi,"Offshore
Miyagi","12 December,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
4987,Iwate,"22 December,2011",Iwate,"Offshore
Yamada Town","1 December,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Research Institute for Environmental Sciences  and Public Health of Iwate Prefecture,ND,ND,s,m,
5113,Fukushima,"28 December,2011",Fukushima,Iwaki City,"26 December,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
5171,Miyagi,"28 December,2011",Miyagi,"Offshore
Miyagi","18 December,2011",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
5338,Fukushima,"18 January,2012",Fukushima,Iwaki City,"16 January,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
5417,Miyagi,"18 January,2012",Miyagi,"Offshore
Miyagi","10 January,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
5574,Fukushima,"25 January,2012",Fukushima,Minami-soma City,"18 January,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
5575,Fukushima,"25 January,2012",Fukushima,Minami-soma City,"19 January,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6022,Fukushima,"8 February,2012",Fukushima,Iwaki City,"5 February,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6023,Fukushima,"8 February,2012",Fukushima,Iwaki City,"6 February,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6024,Fukushima,"8 February,2012",Fukushima,Iwaki City,"6 February,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6025,Fukushima,"8 February,2012",Fukushima,Iwaki City,"6 February,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6083,Miyagi,"8 February,2012",Miyagi,"Offshore
Miyagi","29 January,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
6206,Iwate,"10 February,2012",Iwate,"Offshore
Iwate","6 February,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
6332,Fukushima,"15 February,2012",Fukushima,Iwaki City,"13 February,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6333,Fukushima,"15 February,2012",Fukushima,Iwaki City,"13 February,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6473,Iwate,"17 February,2012",Iwate,"Offshore
Kuji City","14 February,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
6474,Iwate,"17 February,2012",Iwate,"Offshore
Iwate","13 February,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
6531,Fukushima,"22 February,2012",Fukushima,Iwaki City,"20 February,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6612,Fukushima,"22 February,2012",Fukushima,Minami-soma City,"15 February,2012",____,"Giant Pacific octopus
(Paroctopus  dofleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
