,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,
1935,Fukushima,"14 September,2011",Fukusima,Iwaki City,"8 September,2011",______,"Andrea cuttlefish
(Sepia andreana)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6015,Fukushima,"8 February,2012",Fukushima,Iwaki City,"6 February,2012",______,"Andrea cuttlefish
(Sepia andreana)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6609,Fukushima,"22 February,2012",Fukushima,Minami-soma City,"15 February,2012",______,"Andrea cuttlefish
(Sepia andreana)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
7219,Fukushima,"7 March,2012",Fukushima,Tomioka Town,"29 February,2012",_______,"Double sculptured neptune
(Neptunea  intersculpta  )",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
802,Fukushima,"29 June, 2011",Fukushima,Iwaki City,"27 June, 2011",_______,"Double sculptured neptune
(Neptunea intersculpta )",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
3033,Hokkaido,"21 October,2011",Hokkaido,"Offshore
Emori Town","11 October,2011",________,"Verkruze's whelk
(Buccinum  verkruzeni)",Not detectable,,Not detectable,,Hokkaido Institute of Public Health,ND,ND,s,m,
4031,Hokkaido,"18 November ,2011",Hokkaido,"Offshore
Erimo Town","31 October,2011",________,"Verkruze's whelk
(Buccinum  verkruzeni)",Not detectable,,Not detectable,,Hokkaido Institute of Public Health,ND,ND,s,m,
4940,Hokkaido,"21 December,2011",Hokkaido,"Offshore
Erimo Town","16 December,2011",________,"Verkruze's whelk
(Buccinum  verkruzeni)",Not detectable,,Not detectable,,Hokkaido Institute of Public Health,ND,ND,s,m,
2342,Hokkaido,"28 September,2011",Hokkaido,"Offshore
Emori Town","20 September,2011",________,"Verkruze's whelk
(Buccinum verkruzeni)",Not detectable,,Not detectable,,Hokkaido Institute of Public Health,ND,ND,s,m,
1705,Kanagawa,"31 August, 2011",Kanagawa,"Oiso Town
(Oiso Port)","25 August, 2011",______,"Offshore ponyfish
(Equulites rivulatus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
1134,Hokkaido,"22 July, 2011",Hokkaido,"Offshore
Akkeshi Town","20 July, 2011",______,"Pacific oyster (farmed)
(Crassostrea gigas)",Not detectable,,Not detectable,,Hokkaido Institute of Public Health,ND,ND,s,m,
2364,Hiroshima,"29 September,2011",Hiroshima,"Kure City
(inland waters)","27 September,2011",______,"Pacific oyster (farmed)
(Crassostrea gigas)",Not detectable,,Not detectable,,"Public Health and Environment Center, Hiroshima Prefectural Technology Research Institute",ND,ND,s,m,
139,Chiba,"22 April, 2011",Chiba,Kawaguchi,"20 April, 2011",_____,"Japanese abalone
(Haliotis discus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
948,Chiba,"7 July, 2011",Chiba,"Katsuura toubu
Fishing Port","30 June, 2011",_____,"Japanese abalone
(Haliotis discus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
1068,Chiba,"19 July, 2011",Chiba,"Kawaguchi
Fishing Port","13 July, 2011",_____,"Japanese abalone
(Haliotis discus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
1329,Kanagawa,"4 August, 2011",Kanagawa,Miura City (Shore of Jogashima),"31 July, 2011",_____,"Japanese abalone
(Haliotis discus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
1375,Fukushima,"10 August, 2011",Fukushima,Iwaki City,"8 August, 2011",______,"Swordtip squid
(Photololigo edulis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1790,Fukushima,"7 September,2011",Fukushima,Soma City,"5 September,2011",______,"Swordtip squid
(Photololigo edulis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1791,Fukushima,"7 September,2011",Fukushima,Minami-soma City,"5 September,2011",______,"Swordtip squid
(Photololigo edulis)",,7.2,Not detectable,,"Fukushima Agricultural Technology
Centre",7.2,ND,s,m,
1937,Fukushima,"14 September,2011",Fukusima,Iwaki City,"8 September,2011",______,"Swordtip squid
(Photololigo edulis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1983,Fukushima,"14 September,2011",Fukusima,Minami-soma City,"10 September,2011",______,"Swordtip squid
(Photololigo edulis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2102,Fukushima,"21 September,2011",Fukusima,Iwaki City,"15 September,2011",______,"Swordtip squid
(Photololigo edulis)",,22.7,Not detectable,,"Fukushima Agricultural Technology
Centre",22.7,ND,s,m,
2256,Fukushima,"28 September,2011",Fukusima,Iwaki City,"26 September,2011",______,"Swordtip squid
(Photololigo edulis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2314,Fukushima,"28 September,2011",Fukusima,Minami-soma City,"24 September,2011",______,"Swordtip squid
(Photololigo edulis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2708,Fukushima,"12 October,2011",Fukushima,Minami-soma City,"6 October,2011",______,"Swordtip squid
(Photololigo edulis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
7276,Kanagawa,"8 March,2012",Kanagawa,Hiratsuka City (Hiratsuka Fishing Port),"5 March,2012",______,"Swordtip squid
(Photololigo edulis)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
2224,Yokohama City,"27 September,2011",Yokohama City,"Offshore
Yokohama City","21 September,2011",____,"Golden cuttlefish
(Sepia esculenta)",Not detectable,,Not detectable,,"Yokohama City Institute of Public
Health",ND,ND,s,m,
2869,Fukushima,"19 October,2011",Fukushima,Iwaki City,"11 October,2011",____,"Golden cuttlefish
(Sepia esculenta)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2943,Fukushima,"19 October,2011",Fukushima,Soma City,"17 October,2011",____,"Golden cuttlefish
(Sepia esculenta)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2944,Fukushima,"19 October,2011",Fukushima,Minami-soma City,"17 October,2011",____,"Golden cuttlefish
(Sepia esculenta)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
3194,Fukushima,"26 October,2011",Fukushima,Minami-soma City,"24 October,2011",____,"Golden cuttlefish
(Sepia esculenta)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
7354,Chiba,"12 March,2012",Chiba,"Futtsu
Fishing Port","7 March,2012",____,"Golden cuttlefish
(Sepia esculenta)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
7663,Chiba,"19 March,2012",Chiba,"Onuki
Fishing Port","14 March,2012",____,"Golden cuttlefish
(Sepia esculenta)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
6650,Miyagi,"22 February,2012",Miyagi,"Offshore
Miyagi","6 February,2012",_____,"Clam
(Gomphina  melanegis)",,3.8,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",3.8,ND,s,m,
1700,Miyagi,"31 August, 2011",Miyagi,Shore of Yuriage,"23 August, 2011",_____,"Clam
(Gomphina melanegis)",Not detectable,,Not detectable,,Tohoku University,ND,ND,s,m,
351,Chiba,"23 May, 2011",Chiba,Okitsu,"19 May, 2011",___,"Horned turban
(Turbo cornutus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
1139,Chiba,"25 July, 2011",Chiba,"Otohama
Fishing Port","15 July, 2011",___,"Horned turban
(Turbo cornutus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
1328,Kanagawa,"4 August, 2011",Kanagawa,Miura City (Shore of Jogashima),"31 July, 2011",___,"Horned turban
(Turbo cornutus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
2034,Tokyo,"15 September,2011",Tokyo,"Oshima Town
(Habu Port)","8 September,2011",___,"Horned turban
(Turbo cornutus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
4063,Tokyo,"17 November ,2011",Tokyo,"Toshima port
(Toshima Village)","13 November ,2011",___,"Horned turban
(Turbo cornutus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
5662,Kanagawa,"26 January,2012",Kanagawa,Miura City (Shore of Jogashima),"18 January,2012",___,"Horned turban
(Turbo cornutus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
845,Ibaraki,"29 June, 2011",Ibaraki,"Offshore
Kashima City","27 June, 2011",________,Japanese babylon (Buccinum isaotakii),Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,m,
3686,Ibaraki,"9 November ,2011",Ibaraki,"Offshore
Oarai Town","1 November ,2011",________,"Japanese whelk
(Buccinum  isaotakii)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3819,Ibaraki,"15 November ,2011",Ibaraki,"Offshore
Hitachinaka City","10 November ,2011",________,"Japanese whelk
(Buccinum  isaotakii)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
4018,Ibaraki,"18 November ,2011",Ibaraki,"Offshore
Hokota City","13 November ,2011",________,"Japanese whelk
(Buccinum  isaotakii)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,m,
4182,Fukushima,"24 November ,2011",Fukushima,Soma City,"18 November ,2011",________,"Japanese whelk
(Buccinum  isaotakii)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
5390,Ibaraki,"18 January,2012",Ibaraki,"Offshore
Oarai Town","12 January,2012",________,"Japanese whelk
(Buccinum  isaotakii)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5580,Fukushima,"25 January,2012",Fukushima,Minami-soma City,"18 January,2012",________,"Japanese whelk
(Buccinum  isaotakii)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
7220,Fukushima,"7 March,2012",Fukushima,Okuma Town,"29 February,2012",________,"Japanese whelk
(Buccinum  isaotakii)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
8029,Ibaraki,"26 March,2012",Ibaraki,"Offshore
Hitachinaka City","20 March,2012",________,"Japanese whelk
(Buccinum  isaotakii)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
8030,Ibaraki,"26 March,2012",Ibaraki,"Offshore
Kashima City","20 March,2012",________,"Japanese whelk
(Buccinum  isaotakii)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
115,Ibaraki,"19 April, 2011",Ibaraki,"Offshore
Hitachi city","18 April, 2011",________,"Japanese whelk
(Buccinum isaotakii)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,m,
587,Ibaraki,"14 June, 2011",Ibaraki,"Offshore
Hitachi city","9 June, 2011",________,"Japanese whelk
(Buccinum isaotakii)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,m,
764,Miyagi,"28 June, 2011",Miyagi,"Offshore
Shizugawa","23 June, 2011",________,"Japanese whelk
(Buccinum isaotakii)",Not detectable,,Not detectable,,Tohoku University,ND,ND,s,m,
801,Fukushima,"29 June, 2011",Fukushima,Iwaki City,"27 June, 2011",________,"Japanese whelk
(Buccinum isaotakii)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
957,Ibaraki,"12 July, 2011",Ibaraki,"Offshore
Kamisu city","10 July, 2011",________,"Japanese whelk
(Buccinum isaotakii)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,m,
1171,Fukushima,"27 July, 2011",Fukushima,Iwaki City,"25 July, 2011",________,"Japanese whelk
(Buccinum isaotakii)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1217,Ibaraki,"27 July, 2011",Ibaraki,"Offshore
Kashima City","25 July, 2011",________,"Japanese whelk
(Buccinum isaotakii)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,m,
1874,Ibaraki,"13 September,2011",Ibaraki,"Offshore
Hitachi-naka  City","8 September,2011",________,"Japanese whelk
(Buccinum isaotakii)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,m,
379,Kanagawa,"26 May, 2011",Kanagawa,"Shiba Fishing Port
(Yokohama City)","22 May, 2011",______,"Japanese spineless cuttlefish
(Sepiella japonica)",,5.5,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",5.5,ND,s,m,
5013,Yokohama City,"19 December,2011",Kanagawa,"Offshore
Yokohama City","12 December,2011",______,"Japanese spineless cuttlefish
(Sepiella japonica)",Not detectable,,Not detectable,,"Yokohama City Institute of Public
Health",ND,ND,s,m,
82,Ibaraki,"12,April, 2011",Ibaraki,"Offshore
Hitachinaka city","11,April, 2011",______,"Japanese dwarf squid
(Loligo japonica)",,14,,3,"National Research Institute of Fisheries
Science, Fisheries Research Agency,
Japan",14,3,s,m,
540,Fukushima,"9 June, 2011",Fukushima,Iwaki City,"6 June, 2011",______,"Japanese dwarf squid
(Loligo japonica)",,82,Not detectable,,Japan Chemical Analysis  Center,82,ND,s,m,
795,Fukushima,"29 June, 2011",Fukushima,Iwaki City,"27 June, 2011",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
819,Fukushima,"29 June, 2011",Fukushima,Soma City,"27 June, 2011",______,"Japanese dwarf squid
(Loligo japonica)",,7.2,Not detectable,,"Fukushima Agricultural Technology
Centre",7.2,ND,s,m,
891,Fukushima,"6 July, 2011",Fukushima,Iwaki City,"4 July, 2011",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1094,Fukushima,"20 July, 2011",Fukushima,Iwaki City,"15 July, 2011",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1167,Fukushima,"27 July, 2011",Fukushima,Iwaki City,"25 July, 2011",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
1300,Fukushima,"3 August, 2011",Fukushima,Iwaki City,"26 July, 2011",______,"Japanese dwarf squid
(Loligo japonica)",,41,Not detectable,,"Fukushima Agricultural Technology
Centre",41,ND,s,m,
1376,Fukushima,"10 August, 2011",Fukushima,Iwaki City,"8 August, 2011",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2423,Ibaraki,"4 October,2011",Ibaraki,"Offshore
Kita-ibaraki City","29 September,2011",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,m,
2424,Ibaraki,"4 October,2011",Ibaraki,"Offshore
Hitachi City","29 September,2011",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,m,
2794,Ibaraki,"14 October,2011",Ibaraki,"Offshore
Hitachi City","11 October,2011",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,m,
3399,Fukushima,"2 November ,2011",Fukushima,Iwaki City,"24 October,2011",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
4860,Ibaraki,"20 December,2011",Ibaraki,"Offshore
Kashima City","12 December,2011",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
5445,Yokohama City,"20 January,2012",Kanagawa,"Offshore
Yokohama City","18 January,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Yokohama City Institute of Public
Health",ND,ND,s,m,
5572,Fukushima,"25 January,2012",Fukushima,Soma City,"18 January,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
5774,Fukushima,"1 February,2012",Fukushima,Iwaki City,"26 January,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6016,Fukushima,"8 February,2012",Fukushima,Iwaki City,"6 February,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6063,Fukushima,"8 February,2012",Fukushima,Minami-soma City,"31 January,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6149,Ibaraki,"9 February,2012",Ibaraki,"Offshore
Hitachinaka City","31 January,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
6331,Fukushima,"15 February,2012",Fukushima,Iwaki City,"13 February,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6398,Fukushima,"15 February,2012",Fukushima,Minami-soma City,"10 February,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6610,Fukushima,"22 February,2012",Fukushima,Soma City,"15 February,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6887,Fukushima,"29 February,2012",Fukushima,Iwaki City,"27 February,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6950,Fukushima,"29 February,2012",Fukushima,Soma City,"22 February,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
7000,Yokohama City,"27 February,2012",Kanagawa,"Offshore
Yokohama City","20 February,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Yokohama City Institute of Public
Health",ND,ND,s,m,
7292,Ibaraki,"8 March,2012",Ibaraki,"Offshore
Kita-ibaraki City","27 February,2012",______,"Japanese dwarf squid
(Loligo japonica)",,0.6,Not detectable,,Private inspection facility,0.6,ND,s,m,
7293,Ibaraki,"8 March,2012",Ibaraki,"Offshore
Hitachi City","27 February,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
7443,Fukushima,"14 March,2012",Fukushima,Minami-soma City,"8 March,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
7518,Ibaraki,"14 March,2012",Ibaraki,"Offshore
Kita-ibaraki City","7 March,2012",______,"Japanese dwarf squid
(Loligo japonica)",0.9,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",0.9,ND,s,m,
7519,Ibaraki,"14 March,2012",Ibaraki,"Offshore
Hitachi City","7 March,2012",______,"Japanese dwarf squid
(Loligo japonica)",1,,Not detectable,,Private inspection facility,1,ND,s,m,
7911,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Kita-ibaraki City","15 March,2012",______,"Japanese dwarf squid
(Loligo japonica)",0.7,,Not detectable,,Private inspection facility,0.7,ND,s,m,
7912,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Hitachi City","15 March,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
8031,Ibaraki,"26 March,2012",Ibaraki,"Offshore
Oarai Town","20 March,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
8315,Ibaraki,"28 March,2012",Ibaraki,"Offshore
Hitachinaka City","21 March,2012",______,"Japanese dwarf squid
(Loligo japonica)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
1619,Iwate,"25 August, 2011",Iwate,Offshore Kamaishi City,"10 August, 2011",_____,Japanese flying squid (Todarodes pacificus),Not detectable,,Not detectable,,Research Institute for Environmental Sciences and Public Health of Iwate Prefecture,ND,ND,s,m,
1604,Miyagi,"24 August, 2011",Miyagi,Offshore Enoshima,"22 August, 2011",_____,Japanese flying squid (Todarodes pacificus) ,Not detectable,,Not detectable,,Tohoku University,ND,ND,s,m,
1613,Hokkaido,"24 August, 2011",Hokkaido,Offshore Noboribetsu City,"22 August, 2011",_____,Japanese flying squid (Todarodes pacificus) ,Not detectable,,Not detectable,,Hokkaido Institute of Public Health,ND,ND,s,m,
2410,Hokkaido,"3 October,2011",Hokkaido,"Offshore
Kushiro City","24 September,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
2527,Kyoto,"3 October,2011",Kyoto,Offshore Tango,"28 September,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
2538,Miyagi,"6 October,2011",Miyagi,Pacific Ocean,"26 September,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
2613,Hokkaido,"11 October,2011",Hokkaido,"Offshore
Hakodate City","4 October,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
2615,Hokkaido,"11 October,2011",Hokkaido,"Offshore
Kushiro City","4 October,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
2709,Fukushima,"12 October,2011",Fukushima,Minami-soma City,"6 October,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
2741,Miyagi,"13 October,2011",Miyagi,Offshore Miyagi,"26 September,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
2766,Hokkaido,"14 October,2011",Hokkaido,"Offshore
Hakodate City","9 October,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
2810,Hokkaido,"17 October,2011",Hokkaido,"Offshore
Kushiro City","11 October,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
2993,Hokkaido,"19 October,2011",Hokkaido,"Offshore
Rausu Town","13 October,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
3002,Japan Squid Fisheries Association,"13 October,2011",(Landing port) Hakodate Fishing Port in Hokkaido,Offshore Hachinohe (N40¡33_E141¡48),"8 September,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3047,Hokkaido,"24 October,2011",Hokkaido,"Offshore
Hakodate City","19 October,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3064,Ibaraki,"24 October,2011",Ibaraki,"Offshore
Hitachi City","16 October,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",,2,Not detectable,,Japan Chemical Analysis Center,2,ND,s,m,
3241,Miyagi,"27 October,2011",Miyagi,"Offshore southern
Sanriku Region","17 October,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
3314,Ibaraki,"31 October,2011",Ibaraki,"Offshore
Hitachi City","24 October,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3331,Hokkaido,"31 October,2011",Hokkaido,"Offshore
Rausu Town","24 October,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
3517,Iwate,"4 November ,2011",Iwate,"Offshore
Kuji City","31 October,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3520,Hokkaido,"4 November ,2011",Hokkaido,"Offshore
Hakodate City","24 October,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3556,Hokkaido,"7 November ,2011",Hokkaido,"Offshore
Rausu Town","1 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
3652,Fukushima,"9 November ,2011",Fukushima,Minami-soma City,"5 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
3688,Ibaraki,"9 November ,2011",Ibaraki,"Offshore
Oarai Town","2 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,m,
3699,Miyagi,"9 November ,2011",Miyagi,"Offshore southern
Sanriku Region","1 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3779,Iwate,"11 November ,2011",Iwate,"Offshore
Miyako City","8 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,m,
3821,Ibaraki,"15 November ,2011",Ibaraki,"Offshore
Kita-ibaraki City","7 November ,2011",_____,"Japanese flying squid
(Todarodes  pacificus)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,m,
