"Results of the inspection on radioactive materials in fisheries products (press releases in March,2011_September,  2011)",,,,,,,,,,,,,,,,,
"Note: This data sheet is a compilation of individual  test results shown in the corresponding press releases, (in Japanese) by prefectural governments, available  at the website each prefecture or  _",,,,,,,,,,,,,,,,,
http://www.jfa.maff.go.jp/j/kakou/kensa/index.html,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,
8521,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Funakoshi, Yamada Town, Shimohei-Gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8522,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Omoe, Miyako City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8523,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Fudai Village, Shimohei-Gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8524,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Toni Town, Kamaishi City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8525,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Hakozaki Town, Kamaishi City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8526,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Omoto, Iwaizumi Town, Shimonohei-Gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8527,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Yoshihama, Sanriku Town, Ofunato City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8528,National Federation of Fisheries Co- operative Associations,"19 March,2012",Iwate,"Omoe, Miyako City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8533,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Jyusan-hama, Kitakami Town, Ishinomaki City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8537,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Karakuwa Town, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8538,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Motoyoshi Town, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8539,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8546,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Matsuzaki, Kesennuma City",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8547,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Shizugawa, Sanriku Town, Motoyoshi-gun",_,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8459,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Nagaiso, Kesennuma City",_,_______________,"Wakame seaweed(farmed)
(Undaria pinnatifida) (boilled and salted) (processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8460,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,_______________,"Wakame seaweed(farmed)
(Undaria pinnatifida) (boilled and salted) (processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8461,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,_______________,"Wakame seaweed(farmed)
(Undaria pinnatifida) (boilled and salted) (processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8462,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Shjizugawa, Sanrik Town, Motoyoshi-gun",_,_______________,"Wakame seaweed(farmed)
(Undaria pinnatifida) (boilled and salted) (processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
1526,Fukushima,8/24/11,Fukushima,Iwaki City,8/22/11,___,Whitebait,,22.6,Not detectable,,"Fukushima Agricultural Technology
Centre",22.6,ND,s,f,
6616,Fukushima,"22 February,2012",Fukushima,Soma City,"16 February,2012",______,Whelk (Neptunea arthritica arthritica),Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6617,Fukushima,"22 February,2012",Fukushima,Hirono Town,"20 February,2012",______,Whelk (Neptunea arthritica arthritica),Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6956,Fukushima,"29 February,2012",Fukushima,Shinchi Town,"23 February,2012",______,Whelk (Neptunea arthritica arthritica),Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
4184,Fukushima,"24 November ,2011",Fukushima,Soma City,"18 November ,2011",____,"Whelk
(Beringius  polynematicus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
5620,Fukushima,"25 January,2012",Fukushima,Minami-soma City,"18 January,2012",____,"Whelk
(Beringius  polynematicus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
5621,Fukushima,"25 January,2012",Fukushima,Minami-soma City,"18 January,2012",____,"Whelk
(Beringius  polynematicus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6409,Fukushima,"15 February,2012",Fukushima,Shinchi Town,"10 February,2012",____,"Whelk
(Beringius  polynematicus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
7772,Fukushima,"21 March,2012",Fukushima,Minami-soma City,"14 March,2012",____,"Whelk
(Beringius  polynematicus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
4183,Fukushima,"24 November ,2011",Fukushima,Soma City,"18 November ,2011",_______,"Whelk
(Neptunea  constricta)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
4569,Fukushima,"7 December,2011",Fukushima,Soma City,"2 December,2011",_______,"Whelk
(Neptunea  constricta)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
5619,Fukushima,"25 January,2012",Fukushima,Minami-soma City,"18 January,2012",_______,"Whelk
(Neptunea  constricta)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
5846,Fukushima,"1 February,2012",Fukushima,Shinchi Town,"25 January,2012",_______,"Whelk
(Neptunea  constricta)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
5847,Fukushima,"1 February,2012",Fukushima,Soma City,"25 January,2012",_______,"Whelk
(Neptunea  constricta)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
6408,Fukushima,"15 February,2012",Fukushima,Minami-soma City,"10 February,2012",_______,"Whelk
(Neptunea  constricta)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
7454,Fukushima,"14 March,2012",Fukushima,Namie Town,"8 March,2012",_______,"Whelk
(Neptunea  constricta)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
7771,Fukushima,"21 March,2012",Fukushima,Minami-soma City,"14 March,2012",_______,"Whelk
(Neptunea  constricta)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
507,Miyagi,"7 June, 2011",Miyagi,"Offshore Sendai
City","6 June, 2011",__________,"Whelk
(Neptunea arthritica arthritica)",3.6,,Not detectable,,Tohoku University,3.6,ND,s,m,
1586,Fukushima,"24 August, 2011",Fukushima,Shinchi Town,"22 August, 2011",______,"Whelk
(Neptunea arthritica arthritica)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,m,
158,Ibaraki,"23 April, 2011",Ibaraki,"Offshore
Hitachi City","22 April, 2011",___,Whitebait,,11,,6,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",11,6,s,f,
169,Ibaraki,"26 April, 2011",Ibaraki,"Offshore
Kitaibaraki city","25 April, 2011",___,Whitebait,,180,,45,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",180,45,s,f,
212,Ibaraki,"3 May, 2011",Ibaraki,"Offshore
Hokota City","2 May, 2011",___,Whitebait,,2,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",2,ND,s,f,
213,Ibaraki,"3 May, 2011",Ibaraki,"Offshore
Kashima City","2 May, 2011",___,Whitebait,Not detectable,,,2,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,2,s,f,
214,Ibaraki,"3 May, 2011",Ibaraki,"offshore
Kamisu city","2 May, 2011",___,Whitebait,,5,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",5,ND,s,f,
215,Ibaraki,"3 May, 2011",Ibaraki,"offshore
Kamisu city","2 May, 2011",___,Whitebait,Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,f,
223,Ibaraki,"8 May, 2011",Ibaraki,"Offshore
Oarai town","6 May, 2011",___,Whitebait,,3,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",3,ND,s,f,
224,Ibaraki,"8 May, 2011",Ibaraki,"Offshore
Hitachi City","6 May, 2011",___,Whitebait,,20,,2,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",20,2,s,f,
240,Kanagawa,"10 May, 2011",Kanagawa,Hiratsuka fishing port,"7 May, 2011",___,Whitebait,Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,f,
245,Ibaraki,"12 May, 2011",Ibaraki,"Offshore
Hokota City","11 May, 2011",___,Whitebait,,2,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",2,ND,s,f,
255,Fukushima,"13 May, 2011",Fukushima,Iwaki City,"9 May, 2011",___,Whitebait,,560,,12,Japan Chemical Analysis  Center,560,12,s,f,
256,Fukushima,"13 May, 2011",Fukushima,Iwaki City,"9 May, 2011",___,Whitebait,,850,,19,Japan Chemical Analysis  Center,850,19,s,f,
282,Ibaraki,"16 May, 2011",Ibaraki,"Offshore
Kamisu City","11 May, 2011",___,Whitebait,Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,f,
309,Fukushima,"19 May, 2011",Fukushima,Iwaki City,"16 May, 2011",___,Whitebait,,330,,12,Japan Chemical Analysis  Center,330,12,s,f,
310,Fukushima,"19 May, 2011",Fukushima,Iwaki City,"16 May, 2011",___,Whitebait,,640,Not detectable,,Japan Chemical Analysis  Center,640,ND,s,f,
346,Ibaraki,"21 May, 2011",Ibaraki,"Offshore
Kashima City","20 May, 2011",___,Whitebait,Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,f,
359,Chiba,"24 May, 2011",Chiba,Iioka Fishing Port,"21 May, 2011",___,Whitebait,Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,f,
421,Ibaraki,"26 May, 2011",Ibaraki,"Offshore
Kamisu City","23 May, 2011",___,Whitebait,Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,f,
501,Ibaraki,"7 June, 2011",Ibaraki,"Offshore
Oarai town","6 June, 2011",___,Whitebait,67,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",67,ND,s,f,
527,Fukushima,"9 June, 2011",Fukushima,Iwaki City,"6 June, 2011",___,Whitebait,,430,Not detectable,,Japan Chemical Analysis  Center,430,ND,s,f,
528,Fukushima,"9 June, 2011",Fukushima,Iwaki City,"6 June, 2011",___,Whitebait,,630,Not detectable,,Japan Chemical Analysis  Center,630,ND,s,f,
529,Fukushima,"9 June, 2011",Fukushima,Iwaki City,"6 June, 2011",___,Whitebait,,260,Not detectable,,Japan Chemical Analysis  Center,260,ND,s,f,
530,Fukushima,"9 June, 2011",Fukushima,Iwaki City,"6 June, 2011",___,Whitebait,,320,Not detectable,,Japan Chemical Analysis  Center,320,ND,s,f,
599,Fukushima,"15 June, 2011",Fukushima,Iwaki City,"13 June, 2011",___,Whitebait,,180.6,Not detectable,,"Fukushima Branch, Environmental Radioactivity Monitoring Center of Fukushima",180.6,ND,s,f,
600,Fukushima,"15 June, 2011",Fukushima,Iwaki City,"13 June, 2011",___,Whitebait,,253,Not detectable,,"Fukushima Branch, Environmental Radioactivity Monitoring Center of Fukushima",253,ND,s,f,
684,Fukushima,"22 June, 2011",Fukushima,Iwaki City,"20 June, 2011",___,Whitebait,,84,Not detectable,,"Fukushima Agricultural Technology
Centre",84,ND,s,f,
685,Fukushima,"22 June, 2011",Fukushima,Iwaki City,"20 June, 2011",___,Whitebait,,209,Not detectable,,"Fukushima Agricultural Technology
Centre",209,ND,s,f,
778,Fukushima,"29 June, 2011",Fukushima,Iwaki City,"27 June, 2011",___,Whitebait,,9.2,Not detectable,,"Fukushima Agricultural Technology
Centre",9.2,ND,s,f,
779,Fukushima,"29 June, 2011",Fukushima,Iwaki City,"27 June, 2011",___,Whitebait,,140,Not detectable,,"Fukushima Agricultural Technology
Centre",140,ND,s,f,
873,Fukushima,"6 July, 2011",Fukushima,Iwaki City,"4 July, 2011",___,Whitebait,,102,Not detectable,,"Fukushima Agricultural Technology
Centre",102,ND,s,f,
874,Fukushima,"6 July, 2011",Fukushima,Iwaki City,"4 July, 2011",___,Whitebait,,41,Not detectable,,"Fukushima Agricultural Technology
Centre",41,ND,s,f,
968,Fukushima,"13 July, 2011",Fukushima,Iwaki City,"11 July, 2011",___,Whitebait,,42,Not detectable,,"Fukushima Agricultural Technology
Centre",42,ND,s,f,
969,Fukushima,"13 July, 2011",Fukushima,Iwaki City,"11 July, 2011",___,Whitebait,,45,Not detectable,,"Fukushima Agricultural Technology
Centre",45,ND,s,f,
1070,Kanagawa,"20 July, 2011",Kanagawa,Kamakura City (Off the coast of Kamakura),"9 July, 2011",___,Whitebait,Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,f,
1075,Fukushima,"20 July, 2011",Fukushima,Iwaki City,"15 July, 2011",___,Whitebait,,148,Not detectable,,"Fukushima Agricultural Technology
Centre",148,ND,s,f,
1076,Fukushima,"20 July, 2011",Fukushima,Iwaki City,"15 July, 2011",___,Whitebait,,29,Not detectable,,"Fukushima Agricultural Technology
Centre",29,ND,s,f,
1140,Hyogo,"25 July, 2011",Hyogo,Offshore Kobe,"22 July, 2011",______,Whitebait,Not detectable,,Not detectable,,"Hyogo Prefectural Institute of Public
Health and Consumer Sciences",ND,ND,s,f,
1145,Fukushima,"27 July, 2011",Fukushima,Iwaki City,"25 July, 2011",___,Whitebait,,33,Not detectable,,"Fukushima Agricultural Technology
Centre",33,ND,s,f,
1239,Ibaraki,"30 July, 2011",Ibaraki,"Offshore
Hokota city","29 July, 2011",___,Whitebait,,17,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",17,ND,s,f,
1240,Ibaraki,"30 July, 2011",Ibaraki,"Offshore
Kashima City","29 July, 2011",___,Whitebait,,17,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",17,ND,s,f,
1241,Ibaraki,"30 July, 2011",Ibaraki,"Offshore
Kamisu city","29 July, 2011",___,Whitebait,,16,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",16,ND,s,f,
1253,Ibaraki,"3 August, 2011",Ibaraki,"Offshore
Hokota city","2 August, 2011",___,Whitebait,,19,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",19,ND,s,f,
1261,Fukushima,"3 August, 2011",Fukushima,Iwaki City,"1 August, 2011",___,Whitebait,,82,Not detectable,,"Fukushima Agricultural Technology
Centre",82,ND,s,f,
1262,Fukushima,"3 August, 2011",Fukushima,Iwaki City,"1 August, 2011",___,Whitebait,,45,Not detectable,,"Fukushima Agricultural Technology
Centre",45,ND,s,f,
1346,Ibaraki,"5 August, 2011",Ibaraki,"Offshore
Tokai Villege","4 August, 2011",___,Whitebait,,23,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",23,ND,s,f,
1347,Ibaraki,"5 August, 2011",Ibaraki,"Offshore
Hokota city","4 August, 2011",___,Whitebait,,25,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",25,ND,s,f,
1357,Fukushima,"10 August, 2011",Fukushima,Iwaki City,"8 August, 2011",___,Whitebait,,63,Not detectable,,"Fukushima Agricultural Technology
Centre",63,ND,s,f,
1358,Fukushima,"10 August, 2011",Fukushima,Iwaki City,"8 August, 2011",___,Whitebait,,36,Not detectable,,"Fukushima Agricultural Technology
Centre",36,ND,s,f,
1501,Kochi,40766,Kochi,"Sea area around
Kochi Pref.",40770,______,Whitebait,Not detectable,,Not detectable,,"Kochi Prefectural Institute of Public
Health",ND,ND,s,f,
1505,Ibaraki,40774,Ibaraki,Offshore Kashima City,40772,___,Whitebait,,17,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",17,ND,s,f,
1518,Ibaraki,8/23/11,Ibaraki,Offshore Kashima City,8/22/11,___,Whitebait,,6,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",6,ND,s,f,
1525,Fukushima,8/24/11,Fukushima,Iwaki City,8/22/11,___,Whitebait,,14,Not detectable,,"Fukushima Agricultural Technology
Centre",14,ND,s,f,
1616,Ibaraki,"25 August, 2011",Ibaraki,Offshore Tokai Village,"24 August, 2011",___,Whitebait,,15,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",15,ND,s,f,
1639,Fukushima,"31 August, 2011",Fukushima,Iwaki City,"29 August, 2011",___,Whitebait,,15,Not detectable,,"Fukushima Agricultural Technology
Centre",15,ND,s,f,
1640,Fukushima,"31 August, 2011",Fukushima,Iwaki City,"29 August, 2011",___,Whitebait,,71,Not detectable,,"Fukushima Agricultural Technology
Centre",71,ND,s,f,
1715,Ibaraki,"1 September,2011",Ibaraki,"Offshore
Kamisu city","29 August, 2011",___,Whitebait,,3,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",3,ND,s,f,
1805,Ibaraki,"6 September,2011",Ibaraki,"Offshore
Kashima City","5 September,2011",___,Whitebait,Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,f,
