F#,Date,time,depth,Temperature,Salinity,Latitude,Longitude,Cs137 (Bq/m^3),Error (±Bq/m^3),Cs134 (Bq/m^3),Error (±Bq/m^3)
P02,3/1/13,21:00,200,12.3,34.3,35.8,148.2416667,,,,
P03,3/1/13,21:00,150,13.1,34.4,35.8,148.2416667,2.7,0.2,1.0,0.3
P04,3/1/13,21:00,100,14.4,34.6,35.8,148.2416667,3.0,0.1,1.5,0.3
P05,3/1/13,21:00,50,15.1,34.6,35.8,148.2416667,3.3,0.2,0.9,0.2
P06,3/1/13,21:00,0,15.3,34.7,35.8,148.2416667,3.9,0.1,1.4,0.2
P12,3/6/13,14:41,150,10.7,34.28,38.19166667,148.6166667,4.2,0.2,1.6,0.2
P13,3/6/13,14:41,100,10.8,34.28,38.19166667,148.6166667,3.4,0.2,1.0,0.2
P14,3/6/13,14:41,50,10.5,34.28,38.19166667,148.6166667,3.5,0.1,1.9,0.3
P15,3/6/13,14:41,0,10.8,34.28,38.19166667,148.6166667,3.5,0.1,2.3,0.3
